CreatedAt,Replies,Favorites,Impressions,Sentiment,UserValue,TweetValue,InfluenceScore,price
1702666221,0,0,27,neutral,0.07,0.07,1.285714286,0.09525
1702666267,0,3,4522,negative,1.15,1.52,1.934131737,0.09526
1702666270,1,0,28,neutral,1.2,0.24,0.071428571,0.09526
1702666283,0,0,4522,negative,1.15,0.57,1.934131737,0.09526
1702666316,0,0,436,undefined,0.26,0.13,1.178378378,0.09526
1702666337,0,0,0,neutral,0.29,0.14,0,0.09527
1702666358,0,0,0,positive,0.36,0.18,0,0.09527
1702666368,0,0,0,neutral,0.18,0.09,0,0.09527
1702666373,0,0,5,positive,0.24,0.12,0.06097561,0.09527
1702666378,0,0,0,neutral,0.29,0.14,0,0.09527
1702666400,0,0,197,neutral,1.09,0.55,0.077254902,0.09522
1702666427,1,1,197,undefined,1.09,0.22,0.077254902,0.09522
1702666432,0,0,2,positive,0.48,0.24,0.011494253,0.09522
1702666475,0,0,0,positive,1.31,0.66,0,0.09518
1702666503,0,0,95,neutral,0.11,0.15,1.397058824,0.09517
1702666518,1,0,197,positive,1.09,0.22,0.077254902,0.09517
1702666540,0,0,0,undefined,0,0,0,0.09517
1702666544,1,0,7,undefined,1.42,0.28,0.013861386,0.09517
1702666577,1,1,11,undefined,2.52,0.5,0.014084507,0.09514
1702666593,0,0,0,positive,0,0,0,0.09514
1702666629,0,0,0,positive,0.22,0.11,0,0.09517
1702666631,0,0,0,positive,0,0,0,0.09517
1702666646,0,0,0,positive,0.28,0.14,0,0.09517
1702666673,0,0,0,neutral,1.41,0.7,0,0.09517
1702666681,0,0,11,positive,2.52,1.26,0.014084507,0.09524
1702666800,0,0,1,undefined,8.53,4.26,1,0.09527
1702666803,0,0,2841,neutral,8.24,10.88,0.013583293,0.09527
1702666812,0,0,4220,neutral,1.42,1.87,0.15329846,0.09527
1702666843,0,0,1694,undefined,2.33,2.56,0.112933333,0.09527
1702666909,0,4,228,neutral,0.22,0.29,3.166666667,0.09526
1702666930,0,1,4522,neutral,1.15,1.52,1.934131737,0.09524
1702666966,0,0,4522,neutral,1.15,0.57,1.934131737,0.09524
1702667003,0,0,0,neutral,0.83,0.41,0,0.09516
1702667026,0,0,0,undefined,4.65,2.33,0,0.09516
1702667037,0,0,0,neutral,0.46,0.23,0,0.09516
1702667045,0,0,0,positive,1.57,0.79,0,0.09529
1702667048,0,0,0,positive,0.46,0.23,0,0.09529
1702667082,0,0,0,positive,0.04,0.02,0,0.09529
1702667133,1,12,103,neutral,4.42,0.97,0.004885221,0.09532
1702667143,0,0,0,neutral,1.57,0.79,0,0.09532
1702667147,0,0,36,neutral,89.67,98.64,0.000749157,0.09532
1702667149,0,0,0,neutral,1.57,0.79,0,0.09532
1702667156,0,0,0,neutral,0.33,0.17,0,0.09532
1702667157,0,0,0,neutral,0.01,0.01,0,0.09532
1702667170,0,0,0,neutral,0,0,0,0.09525
1702667172,0,0,0,neutral,0,0,0,0.09525
1702667173,0,0,0,neutral,0.05,0.03,0,0.09525
1702667173,0,0,0,neutral,0.01,0.01,0,0.09525
1702667175,0,0,0,neutral,0,0,0,0.09525
1702667181,0,0,0,neutral,0,0,0,0.09525
1702667182,0,0,0,neutral,0.01,0.01,0,0.09525
1702667186,0,0,88,undefined,0.3,0.15,0.055555556,0.09525
1702667191,0,0,0,positive,0.81,0.41,0,0.09525
1702667203,0,0,0,neutral,0.72,0.36,0,0.09525
1702667231,0,0,0,neutral,0,0,0,0.09521
1702667231,1,0,103,neutral,4.42,0.97,0.004885221,0.09521
1702667236,0,0,0,neutral,0,0,0,0.09521
1702667239,0,13,103,neutral,4.42,4.86,0.004885221,0.09521
1702667253,0,0,0,neutral,0,0,0,0.09521
1702667259,0,0,0,neutral,0.37,0.18,0,0.09521
1702667265,0,0,0,neutral,0,0,0,0.09521
1702667265,0,0,0,neutral,0,0,0,0.09521
1702667265,0,0,0,neutral,0.01,0.01,0,0.09521
1702667267,0,0,0,neutral,0,0,0,0.09521
1702667268,0,0,0,neutral,0,0,0,0.09521
1702667269,0,0,0,neutral,0.03,0.01,0,0.09521
1702667286,0,0,0,neutral,0.01,0.01,0,0.09522
1702667287,0,0,0,neutral,0,0,0,0.09522
1702667304,0,0,0,positive,0.09,0.04,0,0.09522
1702667332,0,0,0,neutral,0,0,0,0.09522
1702667335,0,0,0,neutral,0.01,0.01,0,0.09522
1702667338,0,0,0,neutral,0,0,0,0.09522
1702667339,0,0,0,neutral,0,0,0,0.09522
1702667340,0,0,0,neutral,0.02,0.01,0,0.09524
1702667346,0,0,0,neutral,0.21,0.1,0,0.09524
1702667368,0,0,0,neutral,0.24,0.12,0,0.09524
1702667374,0,0,0,positive,0.19,0.1,0,0.09524
1702667379,1,0,18,undefined,0.62,0.12,0.086538462,0.09524
1702667382,0,0,0,neutral,0,0,0,0.09524
1702667405,0,0,0,positive,1.43,0.71,0,0.09521
1702667419,0,0,0,neutral,0,0,0,0.09521
1702667419,0,0,921,neutral,0.27,0.36,1.795321637,0.09521
1702667420,0,0,0,neutral,0,0,0,0.09521
1702667422,0,0,921,neutral,0.27,0.14,1.795321637,0.09521
1702667431,0,0,0,neutral,0.01,0.01,0,0.09521
1702667433,0,0,0,neutral,0,0,0,0.09521
1702667434,0,0,0,neutral,0,0,0,0.09521
1702667435,0,0,0,neutral,0.01,0.01,0,0.09521
1702667436,0,0,0,neutral,0,0,0,0.09521
1702667476,0,0,0,positive,0.02,0.01,0,0.09523
1702667524,0,0,0,neutral,0.03,0.01,0,0.09517
1702667535,1,1,3251,undefined,18.9,3.78,0.030035107,0.09517
1702667544,1,12,103,neutral,4.42,0.97,0.004885221,0.09517
1702667644,0,6,279,undefined,13.48,17.79,0.015841472,0.09517
1702667662,0,0,0,neutral,0.03,0.01,0,0.09517
1702667680,0,0,0,neutral,0,0,0,0.09517
1702667680,0,0,0,neutral,0,0,0,0.09517
1702667689,0,0,0,neutral,0,0,0,0.09517
1702667689,0,0,0,neutral,0.02,0.01,0,0.09517
1702667689,0,0,0,neutral,0.01,0.01,0,0.09517
1702667690,0,0,0,neutral,0,0,0,0.09517
1702667691,1,1,181,neutral,3.82,0.84,0.031056966,0.09517
1702667708,0,0,0,neutral,0.76,0.38,0,0.09511
1702667711,0,0,0,neutral,0,0,0,0.09511
1702667722,0,0,0,neutral,0,0,0,0.09511
1702667728,0,0,0,neutral,0,0,0,0.09511
1702667734,1,1,1075,undefined,1,0.2,0.393772894,0.09511
1702667755,0,0,0,neutral,1.19,0.59,0,0.09511
1702667760,0,0,0,neutral,0.06,0.03,0,0.0951
1702667782,0,0,0,positive,0.12,0.06,0,0.0951
1702667800,0,0,0,positive,0.14,0.07,0,0.0951
1702667811,0,68,4988,positive,3.96,5.23,0.515608848,0.0951
1702667821,0,6,1052,positive,1.19,1.57,0.186030062,0.09514
1702667823,1,0,1075,undefined,1,0.2,0.393772894,0.09514
1702667857,0,0,0,neutral,0.1,0.05,0,0.09514
1702667901,0,0,0,neutral,0.04,0.02,0,0.09521
1702667910,0,0,803,neutral,0.27,0.27,2.158602151,0.09521
1702667963,0,0,0,neutral,0.16,0.08,0,0.09523
1702667979,0,0,0,neutral,0.04,0.02,0,0.09523
1702667998,0,0,0,neutral,0.45,0.23,0,0.09523
1702668011,0,0,1098,neutral,5.93,2.96,0.315336014,0.09514
1702668125,1,2,48,positive,0.23,0.05,0.615384615,0.09508
1702668201,1,1,3251,neutral,18.9,4.99,0.030035107,0.0951
1702668202,1,1,869,neutral,7.32,1.46,0.092407486,0.0951
1702668211,0,3,176,neutral,1.21,1.6,0.44556962,0.0951
1702668217,0,0,140,neutral,6.86,6.86,0.034670629,0.0951
1702668254,0,0,140,neutral,6.86,6.86,0.034670629,0.09504
1702668255,1,0,128,neutral,2.95,0.78,0.019230769,0.09504
1702668308,0,7,120,positive,0.3,0.4,1.25,0.09504
1702668314,0,0,0,positive,0.52,0.26,0,0.09504
1702668319,0,0,0,neutral,0.05,0.03,0,0.09504
1702668323,0,0,0,neutral,1.03,0.52,0,0.09504
1702668333,0,0,0,positive,0.13,0.07,0,0.09504
1702668338,0,0,0,neutral,0.07,0.04,0,0.09504
1702668346,0,0,0,neutral,0.15,0.07,0,0.09504
1702668393,0,0,52,neutral,3.32,1.66,0.035788025,0.09503
1702668396,0,0,0,neutral,0.07,0.04,0,0.09503
1702668400,0,0,0,positive,1.51,0.76,0,0.09503
1702668408,0,0,52,undefined,3.32,1.66,0.035788025,0.09503
1702668414,0,0,602,undefined,1.19,0.59,0.215307582,0.09503
1702668415,0,0,52,neutral,3.32,1.66,0.035788025,0.09503
1702668417,0,0,602,positive,1.19,0.59,0.215307582,0.09503
1702668417,0,0,0,neutral,0.02,0.01,0,0.09503
1702668418,0,0,0,positive,0.29,0.14,0,0.09503
1702668419,0,0,52,neutral,3.32,1.66,0.035788025,0.09503
1702668437,0,0,602,undefined,1.19,0.59,0.215307582,0.09502
1702668441,0,0,602,neutral,1.19,0.59,0.215307582,0.09502
1702668446,0,0,52,neutral,3.32,1.66,0.035788025,0.09502
1702668450,0,0,52,neutral,3.32,1.66,0.035788025,0.09502
1702668463,0,0,0,neutral,0.37,0.18,0,0.09502
1702668531,0,0,0,neutral,0.12,0.06,0,0.09506
1702668602,0,0,86,neutral,13.09,17.28,0.021629779,0.09515
1702668611,0,0,126,neutral,46.66,51.33,0.007759576,0.09515
1702668632,0,0,3133,positive,22.05,24.26,0.013139739,0.09515
1702668636,0,0,3133,neutral,22.05,24.26,0.013139739,0.09515
1702668661,0,0,3133,neutral,22.05,24.26,0.013139739,0.09518
1702668670,0,0,3133,neutral,22.05,24.26,0.013139739,0.09518
1702668690,0,0,0,neutral,0.51,0.26,0,0.09518
1702668702,0,0,0,neutral,0.41,0.2,0,0.09518
1702668741,0,0,3133,positive,22.05,24.26,0.013139739,0.0952
1702668755,0,0,264,neutral,0.39,0.43,0.862745098,0.0952
1702668823,0,0,3133,positive,22.05,24.26,0.013139739,0.09521
1702668826,0,0,2459,neutral,0.08,0.08,1.617763158,0.09521
1702668888,0,0,0,neutral,0.33,0.17,0,0.09524
1702668958,0,0,0,neutral,0.06,0.03,0,0.09527
1702668967,0,22,815,neutral,112.25,148.17,0.019223965,0.0952
1702668973,0,0,0,neutral,0.46,0.23,0,0.0952
1702669031,0,0,181,positive,3.82,1.91,0.031056966,0.09532
1702669157,0,8,682,undefined,32.74,36.01,0.062551591,0.09529
1702669182,0,0,322,neutral,8.15,8.97,0.055786556,0.09529
1702669184,0,0,0,undefined,0.37,0.18,0,0.09529
1702669264,0,0,0,undefined,23.44,11.72,0,0.0953
1702669266,0,0,0,neutral,0.25,0.13,0,0.0953
1702669266,0,0,0,positive,23.44,11.72,0,0.0953
1702669285,0,0,0,neutral,0.03,0.01,0,0.0953
1702669306,0,0,0,neutral,0.43,0.21,0,0.0953
1702669326,0,0,0,undefined,0.28,0.14,0,0.09528
1702669340,0,0,0,positive,0.73,0.36,0,0.09528
1702669364,0,0,0,positive,0.33,0.17,0,0.09528
1702669366,0,0,0,neutral,2.16,1.08,0,0.09528
1702669432,0,0,0,neutral,2.22,1.11,0,0.09522
1702669468,0,0,0,positive,3.62,1.81,0,0.09516
1702669511,0,0,0,neutral,0.95,0.47,0,0.09512
1702669525,0,0,3321,neutral,2.24,2.46,0.123484792,0.09512
1702669633,0,25,7951,neutral,7.06,7.06,0.577834302,0.095
1702669634,0,4,123,neutral,3.61,3.97,0.104060914,0.095
1702669657,0,0,0,neutral,0.05,0.03,0,0.095
1702669671,0,0,0,positive,0.41,0.2,0,0.095
1702669700,0,0,0,neutral,0.05,0.03,0,0.09504
1702669711,1,0,31,undefined,1.31,0.26,0.077694236,0.09504
1702669730,0,0,0,neutral,0.46,0.23,0,0.09504
1702669752,0,0,25397,neutral,15.45,7.72,0.304538641,0.09505
1702669793,0,0,0,positive,0.55,0.28,0,0.09505
1702669863,0,0,9947,neutral,4.59,2.29,0.266318608,0.09493
1702669884,0,0,0,positive,1.51,0.76,0,0.09493
1702669894,0,0,0,positive,0.12,0.06,0,0.09493
1702669915,0,0,0,positive,0.54,0.27,0,0.09493
1702669933,0,0,0,neutral,0.59,0.29,0,0.09492
1702670108,0,0,0,positive,0.09,0.04,0,0.09491
1702670149,0,1,1201,negative,0.5,0.66,2.187613843,0.09491
1702670242,0,0,0,positive,0.49,0.24,0,0.09488
1702670317,0,0,0,positive,0.81,0.41,0,0.09484
1702670362,0,0,0,positive,0.4,0.2,0,0.09483
1702670395,0,0,0,positive,0.6,0.3,0,0.09483
1702670405,0,0,4220,neutral,1.42,1.87,0.15329846,0.09492
1702670577,0,0,0,neutral,0.03,0.01,0,0.09485
1702670596,1,0,230,undefined,1.57,0.35,0.087954111,0.09487
1702670604,0,0,0,positive,0.78,0.39,0,0.09487
1702670631,0,0,0,neutral,2.25,1.13,0,0.09487
1702670657,0,0,0,positive,1.51,0.76,0,0.09496
1702670679,0,0,0,neutral,1.51,0.76,0,0.09496
1702670707,0,66,29383,neutral,23.48,30.99,0.065875258,0.09495
1702670736,0,0,0,neutral,1.51,0.76,0,0.09495
1702670742,0,0,0,neutral,1.51,0.76,0,0.09495
1702670770,0,0,602,neutral,1.19,0.59,0.215307582,0.095
1702670772,0,0,602,neutral,1.19,0.59,0.215307582,0.095
1702670802,0,0,4683,neutral,3.01,1.5,0.360341644,0.095
1702670840,0,0,602,neutral,1.19,0.59,0.215307582,0.09502
1702670858,0,0,0,positive,0.11,0.06,0,0.09502
1702670862,0,0,4683,neutral,3.01,1.5,0.360341644,0.09502
1702670919,1,2,80,undefined,2.12,0.42,0.10738255,0.09496
1702670951,0,0,145,undefined,0.35,0.46,0.358910891,0.09496
1702670955,0,0,3321,neutral,2.24,2.46,0.123484792,0.09496
1702671032,0,0,1383,undefined,39.71,19.86,0.013482423,0.09499
1702671063,0,0,0,neutral,0.01,0.01,0,0.09505
1702671142,0,0,0,neutral,0.36,0.18,0,0.09501
1702671189,0,0,0,neutral,0.76,0.38,0,0.09508
1702671219,0,0,602,undefined,1.19,0.59,0.215307582,0.09508
1702671270,0,0,0,undefined,1.72,0.86,0,0.09503
1702671304,0,1,54,undefined,0.2,0.26,0.415384615,0.09503
1702671313,0,0,0,neutral,1.72,0.86,0,0.09503
1702671349,0,0,54,undefined,0.2,0.1,0.415384615,0.09503
1702671391,0,0,0,neutral,1.47,0.73,0,0.0951
1702671392,0,0,0,neutral,1.72,0.86,0,0.0951
1702671396,0,0,0,positive,14.11,7.05,0,0.0951
1702671443,0,0,23,undefined,13.69,18.07,0.004441869,0.09515
1702671445,0,0,0,undefined,1.72,0.86,0,0.09515
1702671449,0,0,0,positive,1.72,0.86,0,0.09515
1702671452,0,0,0,neutral,12.35,6.17,0,0.09515
1702671459,0,0,0,positive,0.03,0.01,0,0.09515
1702671460,0,0,1,positive,3.9,1.95,0.000750188,0.09515
1702671483,0,0,1,neutral,3.9,1.95,0.000750188,0.09515
1702671575,0,0,0,neutral,0.08,0.04,0,0.09511
1702671612,0,2,54,undefined,0.2,0.26,0.415384615,0.09514
1702671721,1,0,115,positive,5.49,1.1,0.011127238,0.09509
1702671756,0,0,989,undefined,0.86,1.14,0.227043159,0.09509
1702671818,0,0,0,neutral,0.14,0.07,0,0.09507
1702671863,0,0,0,positive,0.95,0.47,0,0.09502
1702671907,0,0,0,neutral,0.01,0.01,0,0.09504
1702671959,0,0,0,neutral,2.03,1.01,0,0.09504
1702671979,0,0,0,neutral,0.14,0.07,0,0.095
1702671988,0,0,0,neutral,4.38,2.19,0,0.095
1702672008,0,0,9,neutral,2.71,2.98,0.00257732,0.095
1702672009,1,0,69,neutral,0.75,0.2,0.060739437,0.095
1702672037,1,3,69,neutral,0.75,0.15,0.060739437,0.09502
1702672056,0,0,0,positive,0.51,0.26,0,0.09502
1702672057,0,0,69,neutral,0.75,0.38,0.060739437,0.09502
1702672090,1,0,69,neutral,0.75,0.15,0.060739437,0.09507
1702672176,0,0,0,neutral,0.48,0.24,0,0.09507
1702672187,0,0,0,neutral,0.4,0.2,0,0.09507
1702672204,0,0,2841,neutral,8.24,10.88,0.013583293,0.09506
1702672210,0,0,0,neutral,0.68,0.34,0,0.09506
1702672211,0,0,52,neutral,3.32,1.66,0.035788025,0.09506
1702672216,0,5,15903,neutral,12.83,16.94,0.091201569,0.09506
1702672221,0,0,0,neutral,0.04,0.02,0,0.09506
1702672229,0,0,52,neutral,3.32,1.66,0.035788025,0.09506
1702672272,0,0,0,neutral,0.55,0.28,0,0.09499
1702672352,0,0,0,neutral,1.41,0.7,0,0.09494
1702672358,0,0,0,positive,0.11,0.06,0,0.09494
1702672445,0,0,987,neutral,0.6,0.3,1.111486486,0.09486
1702672497,0,0,0,neutral,0.07,0.04,0,0.09486
1702672610,0,0,0,neutral,1.72,0.86,0,0.09479
1702672637,0,0,0,neutral,2.08,1.04,0,0.09481
1702672769,0,0,0,neutral,0.62,0.31,0,0.09486
1702672791,0,0,0,neutral,0.02,0.01,0,0.09486
1702672804,0,0,0,undefined,0.09,0.04,0,0.09483
1702672815,0,0,0,neutral,0.03,0.01,0,0.09483
1702672854,1,0,63,undefined,2.26,0.45,0.022012579,0.09483
1702672950,0,0,0,neutral,2.08,1.04,0,0.09478
1702672950,0,1,186,undefined,14.1,18.61,0.017491066,0.09478
1702673014,0,0,0,neutral,0.14,0.07,0,0.09479
1702673036,1,0,4448,positive,22.38,4.48,0.003316522,0.09479
1702673072,0,0,4683,neutral,3.01,1.5,0.360341644,0.09483
1702673081,0,0,4683,neutral,3.01,1.5,0.360341644,0.09483
1702673101,0,0,4683,neutral,3.01,1.5,0.360341644,0.09483
1702673176,1,0,4448,positive,22.38,4.48,0.003316522,0.09477
1702673313,0,0,0,positive,0.97,0.48,0,0.09494
1702673315,0,0,0,neutral,0.97,0.48,0,0.09494
1702673315,0,0,4683,neutral,3.01,1.5,0.360341644,0.09494
1702673341,0,0,325,positive,6.72,3.36,0.148469621,0.09486
1702673362,0,0,0,positive,0.97,0.48,0,0.09486
1702673370,0,0,0,neutral,0.97,0.48,0,0.09486
1702673381,0,86,56002,undefined,247.14,271.85,0.185342574,0.09486
1702673383,1,1,29,undefined,8.04,2.12,0.01124903,0.09486
1702673390,0,0,0,neutral,0.97,0.48,0,0.09486
1702673395,0,0,0,positive,0.97,0.48,0,0.09486
1702673417,0,0,0,undefined,1.16,0.58,0,0.09471
1702673448,0,0,0,positive,1,0.5,0,0.09471
1702673594,0,21,0,neutral,0,0,0,0.09472
1702673610,0,0,0,positive,0.02,0.01,0,0.09472
1702673618,0,0,0,neutral,0.02,0.01,0,0.09472
1702673621,0,0,0,neutral,0.02,0.01,0,0.09472
1702673627,0,0,0,neutral,0.18,0.09,0,0.09472
1702673635,0,0,0,undefined,0.26,0.13,0,0.09472
1702673673,0,22,0,neutral,0,0,0,0.09481
1702673690,0,0,0,undefined,1.98,0.99,0,0.09481
1702673694,0,0,0,undefined,1.98,0.99,0,0.09481
1702673697,0,0,0,undefined,1.98,0.99,0,0.09481
1702673709,0,0,127,neutral,1.55,2.05,0.246601942,0.09488
1702673711,0,22,0,neutral,0,0,0,0.09488
1702673729,0,0,0,neutral,0.28,0.14,0,0.09488
1702673731,0,0,77,positive,0.17,0.22,0.855555556,0.09488
1702673759,0,0,52,neutral,6.71,7.38,0.026776519,0.09488
1702673762,1,0,4448,positive,22.38,4.48,0.003316522,0.09471
1702673770,0,0,17,neutral,0.86,0.43,0.061818182,0.09471
1702673771,0,1,110,undefined,2.23,2.94,0.073825503,0.09471
1702673774,0,0,17,neutral,0.86,0.43,0.061818182,0.09471
1702673799,0,0,4,undefined,2.26,2.98,0.005617978,0.09471
1702673801,0,0,0,neutral,0.05,0.03,0,0.09471
1702673809,0,0,0,neutral,1.78,0.89,0,0.09471
1702673833,0,4,77,neutral,12.19,16.09,0.018007484,0.09485
1702673862,1,1,4448,positive,22.38,4.48,0.003316522,0.09485
1702673864,0,0,3133,positive,22.05,24.26,0.013139739,0.09485
1702673887,0,0,17,undefined,0.86,0.43,0.061818182,0.09483
1702673889,0,0,3133,neutral,22.05,24.26,0.013139739,0.09483
1702673896,0,0,17,neutral,0.86,0.43,0.061818182,0.09483
1702673901,0,0,3133,neutral,22.05,24.26,0.013139739,0.09483
1702673911,1,0,17,undefined,0.86,0.17,0.061818182,0.09483
1702673913,0,0,3133,neutral,22.05,24.26,0.013139739,0.09483
1702673936,0,0,3133,neutral,22.05,24.26,0.013139739,0.09483
1702673942,0,0,0,neutral,0.18,0.09,0,0.09489
1702673949,0,0,0,neutral,0.18,0.09,0,0.09489
1702673956,0,0,17,neutral,0.86,0.43,0.061818182,0.09489
1702674005,0,0,0,neutral,1.33,0.67,0,0.09485
1702674021,0,0,342,neutral,0.19,0.25,1.868852459,0.09485
1702674022,0,0,326,neutral,13.78,18.19,0.009660977,0.09485
1702674106,0,0,93,undefined,0.29,0.32,0.091176471,0.09485
1702674115,0,0,0,undefined,1.02,0.51,0,0.09485
1702674143,0,0,93,undefined,0.29,0.32,0.091176471,0.0948
1702674164,0,0,0,positive,0.5,0.25,0,0.0948
1702674171,0,0,0,positive,0.79,0.4,0,0.0948
1702674178,0,0,93,undefined,0.29,0.32,0.091176471,0.0948
1702674196,0,0,93,undefined,0.29,0.32,0.091176471,0.0948
1702674238,0,67,6066,neutral,10.22,13.49,0.265772871,0.0948
1702674279,1,0,310,neutral,0.28,0.06,0.402597403,0.09485
1702674293,0,0,0,neutral,0.04,0.02,0,0.09485
1702674394,0,0,0,neutral,1.41,0.7,0,0.0948
1702674422,0,0,0,neutral,0.12,0.06,0,0.09473
1702674429,0,0,0,neutral,0.14,0.07,0,0.09473
1702674549,0,0,0,neutral,0.83,0.41,0,0.09481
1702674611,0,0,56,neutral,7.26,7.99,0.009546539,0.09476
1702674612,0,0,0,neutral,0.1,0.05,0,0.09476
1702674632,1,1,31,undefined,0.76,0.15,0.107266436,0.09476
1702674674,0,0,0,neutral,1.33,0.67,0,0.09475
1702674718,0,0,1807,neutral,8.2,9.02,0.020852085,0.09475
1702674781,0,2,1807,neutral,8.2,9.02,0.020852085,0.09476
1702674816,1,1,298,positive,0.23,0.05,1.307017544,0.09476
1702674831,0,0,0,positive,1.33,0.67,0,0.09476
1702674847,0,0,0,positive,0.31,0.15,0,0.09478
1702674894,0,3,197,neutral,2.6,3.43,0.186907021,0.09478
1702674938,0,0,602,neutral,1.19,0.59,0.215307582,0.09478
1702674969,0,0,0,positive,2.08,1.04,0,0.0947
1702675015,1,1,2684,undefined,7.86,1.57,0.284201609,0.0947
1702675069,0,0,1807,neutral,8.2,9.02,0.020852085,0.09475
1702675091,0,0,0,neutral,0.25,0.13,0,0.09473
1702675152,1,2,4448,positive,22.38,4.48,0.003316522,0.09467
1702675162,0,0,0,neutral,0.35,0.17,0,0.09467
1702675195,0,0,8880,neutral,11.75,5.88,0.129009763,0.09467
1702675239,0,1,1807,neutral,8.2,9.02,0.020852085,0.09468
1702675338,0,0,0,positive,78.79,39.4,0,0.09471
1702675340,0,1,1807,neutral,8.2,9.02,0.020852085,0.09471
1702675542,1,3,14,positive,1.06,0.23,0.041176471,0.09473
1702675695,0,0,0,neutral,1.55,0.78,0,0.09479
1702675707,0,0,0,positive,6.29,3.15,0,0.09479
1702675876,0,0,168,undefined,2.8,3.08,0.175365344,0.09468
1702675887,0,0,0,undefined,0.62,0.31,0,0.09468
1702675890,0,0,0,undefined,0.62,0.31,0,0.09468
1702675894,0,0,0,undefined,0.62,0.31,0,0.09468
1702675911,0,0,0,negative,0.62,0.31,0,0.09468
1702675916,0,0,0,undefined,0.62,0.31,0,0.09468
1702675923,0,0,0,neutral,0.62,0.31,0,0.09477
1702675929,0,0,1043,neutral,2.9,1.45,0.264989837,0.09477
1702675946,0,353,334266,positive,433.37,572.05,0.894309335,0.09477
1702675952,0,0,0,positive,0.62,0.31,0,0.09477
1702675956,0,0,0,neutral,0.62,0.31,0,0.09477
1702675965,0,0,0,undefined,0.62,0.31,0,0.09477
1702675994,0,0,0,neutral,0.62,0.31,0,0.09477
1702675997,0,0,0,neutral,2.34,1.17,0,0.09477
1702675999,0,0,0,neutral,0.62,0.31,0,0.09477
1702676005,0,0,0,neutral,0.62,0.31,0,0.09477
1702676016,0,0,0,positive,0.62,0.31,0,0.09477
1702676020,0,0,0,undefined,0.62,0.31,0,0.09477
1702676028,0,0,2459,neutral,0.08,0.08,1.617763158,0.09477
1702676031,0,0,0,neutral,1.72,0.86,0,0.09477
1702676033,0,0,0,undefined,0.62,0.31,0,0.09477
1702676077,0,0,0,neutral,0.62,0.31,0,0.09477
1702676084,1,0,82,neutral,0.73,0.15,0.427083333,0.09477
1702676113,0,0,0,positive,0.62,0.31,0,0.09469
1702676129,0,0,0,neutral,2.08,1.04,0,0.09469
1702676237,0,34,78577,positive,38.9,42.79,0.259308638,0.09453
1702676276,0,9,5935,neutral,170,187,0.022238459,0.09453
1702676281,0,0,0,neutral,0.71,0.35,0,0.0946
1702676290,0,0,17761,positive,73,36.5,0.224238063,0.0946
1702676292,0,0,1,neutral,0.11,0.06,1,0.0946
1702676304,0,0,0,neutral,0,0,0,0.0946
1702676309,0,0,0,neutral,1.72,0.86,0,0.0946
1702676328,0,0,0,positive,1.33,0.67,0,0.0946
1702676342,0,0,0,positive,0.97,0.48,0,0.09463
1702676350,0,0,0,positive,3.2,1.6,0,0.09463
1702676359,0,0,0,positive,0.54,0.27,0,0.09463
1702676370,0,0,0,positive,0.32,0.16,0,0.09463
1702676370,0,0,0,neutral,2.66,1.33,0,0.09463
1702676497,0,0,0,neutral,12.85,6.42,0,0.09464
1702676512,0,0,1504,positive,0.32,0.42,3.357142857,0.09464
1702676523,0,0,0,positive,5.97,2.98,0,0.09459
1702676530,0,0,0,neutral,5.97,2.98,0,0.09459
1702676539,0,0,0,undefined,0.18,0.09,0,0.09459
1702676567,0,0,0,neutral,0.19,0.1,0,0.09459
1702676602,0,0,0,neutral,0.59,0.29,0,0.09464
1702676622,0,0,0,neutral,0.15,0.07,0,0.09464
1702676654,0,0,0,neutral,0.28,0.14,0,0.09464
1702676664,0,0,0,neutral,0.59,0.29,0,0.09464
1702676669,0,0,0,neutral,0.28,0.14,0,0.09464
1702676713,0,0,0,positive,0.01,0.01,0,0.09463
1702676779,0,0,1202,neutral,0.06,0.08,23.56862745,0.09455
1702676787,0,0,0,positive,0.6,0.3,0,0.09455
1702676797,1,2,115,undefined,5.49,1.1,0.011127238,0.09455
1702676819,0,0,921,neutral,0.27,0.3,1.795321637,0.09455
1702676830,0,0,921,neutral,0.27,0.14,1.795321637,0.09451
1702676913,0,0,89,neutral,2.33,2.56,0.13107511,0.0945
1702676964,0,3,461,neutral,0.67,0.88,0.582070707,0.09455
1702677102,1,0,298,positive,0.23,0.05,1.307017544,0.09453
1702677204,0,0,0,neutral,0.34,0.17,0,0.09458
1702677220,0,15,869,positive,7.32,8.05,0.092407486,0.09458
1702677251,0,0,0,positive,0.09,0.04,0,0.0945
1702677279,0,0,191,positive,2.97,1.49,0.111435239,0.0945
1702677286,0,0,0,neutral,0.77,0.39,0,0.0945
1702677310,1,0,4448,neutral,22.38,4.48,0.003316522,0.09449
1702677394,0,0,0,positive,3.92,1.96,0,0.09444
1702677395,0,14,485,neutral,5.31,7.01,0.236239649,0.09444
1702677441,0,0,0,positive,5.97,2.98,0,0.09443
1702677443,0,0,0,neutral,0.36,0.18,0,0.09443
1702677452,0,0,0,neutral,0.36,0.18,0,0.09443
1702677473,0,45,10731,neutral,15.18,20.04,0.225706714,0.09443
1702677508,0,0,0,neutral,0.31,0.15,0,0.09442
1702677532,0,0,0,neutral,1.05,0.53,0,0.09442
1702677541,0,0,0,positive,1.05,0.53,0,0.09423
